inst_nm,sigun_nm,refine_road_nm_addr,refine_lotno_addr,refine_zipno,rprs_telno_info,mon_bgng_treat_hr,mon_end_treat_hr,tue_bgng_treat_hr,tue_end_treat_hr,wed_bgng_treat_hr,wed_end_treat_hr,thu_bgng_treat_hr,thu_end_treat_hr,fri_bgng_treat_hr,fri_end_treat_hr,sat_bgng_treat_hr,sat_end_treat_hr,sun_bgng_treat_hr,sun_end_treat_hr,holdy_bgng_treat_hr,holdy_end_treat_hr,refine_wgs84_lat,refine_wgs84_logt
은하수약국,안양시,경기도 안양시 동안구 경수대로 767-1,경기도 안양시 동안구 호계동 903-7번지,14041,031-477-7525,09:00,20:00,09:00,20:00,09:00,20:00,09:00,20:00,09:00,20:00,09:00,15:00,,,,,37.3891616,126.9473736
은행애약국,안양시,경기도 안양시 만안구 안양로 290,경기도 안양시 만안구 안양동 674-233번지 조흥은행 3층,13992,031-466-2904,09:00,18:30,09:00,18:30,09:00,18:30,09:00,18:30,09:00,18:30,09:00,15:00,,,,,37.3983344,126.922202
은행약국,안양시,경기도 안양시 동안구 관평로319번길 6,경기도 안양시 동안구 관양동 1397-11번지 1층,13936,031-388-1986,09:00,20:00,09:00,20:00,09:00,20:00,09:00,20:00,09:00,20:00,09:00,15:00,,,11:00,13:00,37.4050623,126.9572113
이레약국,안양시,경기도 안양시 동안구 관평로170번길 33,경기도 안양시 동안구 관양동 1606번지 평촌주공공이 109호,14066,031-381-7379,08:30,19:00,08:30,19:00,08:30,19:00,08:30,19:00,08:30,19:00,08:30,14:00,,,,,37.3930162,126.9622915
이화약국,안양시,경기도 안양시 동안구 관악대로 129,경기도 안양시 동안구 비산동 459-28번지 1층 102호,13922,031-444-3485,08:00,22:30,08:00,22:30,08:00,22:30,08:00,22:30,08:00,22:30,09:00,16:00,09:00,17:00,,,37.3992058,126.9384195
인덕그린프라자약국,안양시,경기도 안양시 동안구 관악대로 488,경기도 안양시 동안구 관양동 1488-39번지 창덕에버빌 114호,13951,031-425-9293,09:00,20:30,09:00,20:30,09:00,20:30,09:00,20:30,09:00,20:30,09:00,16:00,,,,,37.4020176,126.9756048
인덕원약국,안양시,경기도 안양시 동안구 관양로305번길 34,경기도 안양시 동안구 관양동 1510-1번지,13943,031-425-6813,09:00,20:30,09:00,20:30,09:00,20:30,09:00,20:30,09:00,20:30,09:00,15:00,,,,,37.3980469,126.9786377
인덕원우리약국,안양시,경기도 안양시 동안구 관악대로 480,경기도 안양시 동안구 관양동 1488-7번지 우정타운 106호,13951,031-000-0000,09:00,18:00,09:00,18:00,09:00,18:00,09:00,18:00,09:00,18:00,09:00,13:00,,,,,37.4024854,126.9754094
인진약국,안양시,경기도 안양시 동안구 경수대로570번길 9,경기도 안양시 동안구 호계동 986-26번지,14109,031-454-9819,09:00,22:00,09:00,22:00,09:00,22:00,09:00,22:00,09:00,22:00,09:00,21:00,,,09:00,21:00,37.3739605,126.9582148
인화약국,안양시,경기도 안양시 만안구 장내로 86,경기도 안양시 만안구 안양동 707-23번지 2층,13998,031-449-3779,09:00,18:00,09:00,18:00,09:00,18:00,09:00,18:00,09:00,18:00,09:00,14:00,,,,,37.3950435,126.9183296
일등약국,안양시,경기도 안양시 동안구 관악대로 221,경기도 안양시 동안구 비산동 246-3번지 1층,13919,031-381-7786,09:00,19:00,09:00,19:00,09:00,19:00,09:00,19:00,09:00,19:00,09:00,14:00,09:00,13:00,,,37.4010609,126.9476364
일번가다함약국,안양시,경기도 안양시 만안구 병목안로 2,경기도 안양시 만안구 안양동 782-68번지 PROJECT 240 TOWER B동 1층 102호,14001,031-463-5855,09:00,20:00,09:00,20:00,09:00,20:00,09:00,20:00,09:00,20:00,08:30,15:00,09:30,13:30,,,37.3999275,126.9198736
자명약국,안양시,경기도 안양시 동안구 흥안대로 510,경기도 안양시 동안구 관양동 1506-22번지 정빌딩 1층,13943,031-425-5432,09:00,21:30,09:00,21:30,09:00,21:30,09:00,21:30,09:00,21:30,09:00,21:00,,,11:00,20:30,37.3993667,126.9774536
자연美한약국,안양시,경기도 안양시 만안구 태평로52번길 31,경기도 안양시 만안구 안양동 1390-3번지 101호,14037,031-447-1053,10:00,19:00,10:00,19:00,10:00,19:00,10:00,19:00,10:00,19:00,10:00,15:00,,,,,37.3959074,126.9310102
장안사약국,안양시,경기도 안양시 만안구 안양로 258,경기도 안양시 만안구 안양동 622-216번지 1층,13996,031-449-4626,08:00,21:00,08:00,21:00,08:00,21:00,08:00,21:00,08:00,21:00,08:00,20:00,,,08:00,18:00,37.3958119,126.9243114
정다운5층약국,안양시,경기도 안양시 동안구 관악대로 103,경기도 안양시 동안구 비산동 550-1번지 103에비뉴 5층 505호,13924,031-443-5556,09:00,19:00,09:00,19:00,09:00,19:00,09:00,19:00,09:00,19:00,,,,,,,37.3991555,126.9354258
정성가득약국,안양시,경기도 안양시 동안구 시민대로160번길 20,경기도 안양시 동안구 호계동 1053-1번지 평촌롯데식품관 1층,14073,0507-1345-0561,10:00,22:00,10:00,22:00,10:00,22:00,10:00,22:00,10:00,22:00,10:00,22:00,10:00,22:00,10:00,22:00,37.388562,126.950236
정성약국,안양시,경기도 안양시 만안구 장내로 68,경기도 안양시 만안구 안양동 710-118번지,14022,031-442-9722,09:00,18:30,09:00,18:30,09:00,18:30,09:00,18:30,09:00,18:30,09:00,14:00,,,,,37.3940511,126.9163263
정수약국,안양시,경기도 안양시 동안구 포도원로 27,경기도 안양시 동안구 호계동 859-45번지,14128,031-453-8253,09:00,20:00,09:00,20:00,09:00,20:00,09:00,20:00,09:00,20:00,09:00,16:00,,,,,37.3622188,126.9648602
정오약국,안양시,경기도 안양시 동안구 관평로 327,경기도 안양시 동안구 관양동 1397-8번지,13936,031-387-7718,09:00,20:30,09:00,20:30,09:00,20:30,09:00,20:30,09:00,20:30,09:00,18:00,,,,,37.4055141,126.9574453
정원약국,안양시,,경기도 안양시 동안구 비산동 354-31번지 뉴타운아파트,13920,031-386-9946,09:00,21:00,09:00,21:00,09:00,21:00,09:00,21:00,09:00,21:00,09:00,20:00,,,08:00,22:00,37.4018451,126.9456986
제일약국,안양시,경기도 안양시 만안구 양화로 136,경기도 안양시 만안구 박달동 21-1번지,13987,031-441-3215,09:00,20:00,09:00,20:00,09:00,20:00,09:00,20:00,09:00,20:00,09:00,15:00,,,,,37.404707,126.9094078
조은약국,안양시,경기도 안양시 만안구 현충로48번길 63,경기도 안양시 만안구 안양동 613-11번지 가동 1층 1호,14030,031-466-0320,08:30,19:00,08:30,19:00,08:30,19:00,08:30,19:00,08:30,19:00,08:30,13:30,,,,,37.3933135,126.9239803
종로약국,안양시,경기도 안양시 만안구 장내로119번길 16,경기도 안양시 만안구 안양동 676-122번지,14001,031-468-8180,09:00,20:00,09:00,20:00,09:00,20:00,09:00,20:00,09:00,20:00,09:00,19:00,,,08:30,20:30,37.3974446,126.9208757
주민약국,안양시,경기도 안양시 동안구 관악대로 456,경기도 안양시 동안구 관양동 1480번지 1층,13949,031-422-8272,09:00,19:00,09:00,19:00,09:00,19:00,09:00,19:00,09:00,19:00,09:00,14:00,,,,,37.4038364,126.9731515
주사랑약국,안양시,경기도 안양시 만안구 안양로 377,경기도 안양시 만안구 안양동 838-11번지,13988,070-8849-7007,08:30,19:30,08:30,19:30,08:30,19:30,08:30,19:30,08:30,19:30,08:30,16:00,,,,,37.4046236,126.9162104
중앙당약국,안양시,경기도 안양시 만안구 안양로 285-1,경기도 안양시 만안구 안양동 676-115번지 B동 1층,14001,031-449-5720,09:00,21:00,09:00,21:00,09:00,21:00,09:00,21:00,09:00,21:00,09:00,21:00,09:00,21:00,09:00,21:30,37.3977472,126.9219353
중앙시장약국,안양시,경기도 안양시 만안구 안양로 305,경기도 안양시 만안구 안양동 676-10번지 1층,14001,031-465-3317,08:30,22:30,08:30,22:30,08:30,22:30,08:30,22:30,08:30,22:30,08:30,22:30,08:30,22:30,08:30,22:30,37.3991745,126.9207268
중앙약국,안양시,경기도 안양시 동안구 흥안대로456번길 30,경기도 안양시 동안구 평촌동 68-21번지,14062,031-425-5932,09:00,13:00,09:00,13:00,09:00,13:00,09:00,13:00,09:00,13:00,09:00,17:00,09:00,13:00,09:00,13:00,37.3941107,126.9772189
중앙약국,안양시,경기도 안양시 만안구 명학로 34,경기도 안양시 만안구 안양동 367-2번지 1층,14095,031-464-4233,09:00,18:00,09:00,18:00,09:00,18:00,09:00,18:00,09:00,18:00,09:00,14:00,,,,,37.3796829,126.9367014
지성약국,안양시,경기도 안양시 동안구 경수대로584번길 37,경기도 안양시 동안구 호계동 1285번지 1동 104호,14109,031-452-3527,09:30,21:00,09:30,21:00,09:30,21:00,09:30,21:00,09:30,21:00,09:30,20:00,,,,,37.3755781,126.9591067
지우약국,안양시,경기도 안양시 동안구 관악대로 344,경기도 안양시 동안구 관양동 1450번지 101호,13946,031-423-8009,09:00,20:00,09:00,20:00,09:00,20:00,09:00,20:00,09:00,20:00,09:00,15:00,,,,,37.4034309,126.9611663
참사랑한약국,안양시,경기도 안양시 만안구 양화로135번길 14,경기도 안양시 만안구 박달동 45-3번지 1층,13980,031-447-7119,10:30,19:30,10:30,19:30,10:30,19:30,10:30,19:30,10:30,19:30,10:30,16:00,,,,,37.4045395,126.9083583
참약사샛별약국,안양시,경기도 안양시 동안구 귀인로 108,경기도 안양시 동안구 호계동 927-9번지 융창빌딩 1층 109호,14081,031-457-9993,09:00,18:00,09:00,18:00,09:00,18:00,09:00,18:00,09:00,18:00,09:00,13:00,,,,,37.3820702,126.9517518
참좋은약국,안양시,경기도 안양시 동안구 시민대로 175,경기도 안양시 동안구 비산동 1108-1번지 동안프라자 304호,14048,031-388-7114,09:00,19:00,09:00,19:00,09:00,19:00,09:00,19:00,09:00,19:00,09:00,15:00,11:30,13:00,,,37.3913481,126.950419
참튼튼약국,안양시,경기도 안양시 만안구 안양로 370,경기도 안양시 만안구 안양동 847-15번지 광순빌딩 2층,13991,031-444-4640,08:30,18:00,08:30,18:00,08:30,18:00,08:30,18:00,08:30,18:00,08:30,14:00,,,,,37.4042955,126.9172977
천일약국,안양시,경기도 안양시 동안구 귀인로 213,경기도 안양시 동안구 평촌동 899-7번지 현대5차 상가 115호,14071,031-387-6323,09:00,19:30,09:00,19:30,09:00,19:30,09:00,19:30,09:00,19:30,09:00,17:00,,,,,37.3868908,126.9631599
청미래약국,안양시,경기도 안양시 동안구 동안로 120,경기도 안양시 동안구 호계동 1051번지 평촌스포츠센타 410호,14072,070-8826-3379,09:00,19:00,09:00,19:00,09:00,19:00,09:00,19:00,09:00,19:00,09:00,16:00,09:00,12:00,09:00,12:00,37.3895629,126.9522508
청솔약국,안양시,경기도 안양시 만안구 안양로 472,경기도 안양시 만안구 석수동 320-20번지,13965,031-472-4115,09:00,20:00,09:00,20:00,09:00,20:00,09:00,20:00,09:00,20:00,09:00,17:00,09:00,18:00,,,37.4120063,126.9108534
청솔약국,안양시,경기도 안양시 만안구 안양로 472,경기도 안양시 만안구 석수동 320-20번지 1층,13965,031-473-8275,08:30,20:00,08:30,20:00,08:30,20:00,08:30,20:00,08:30,20:00,08:30,17:00,,,,,37.4120063,126.9108534
청수약국,안양시,경기도 안양시 만안구 장내로 83,경기도 안양시 만안구 안양동 714-109번지 1층,14003,031-449-7725,09:00,19:00,09:00,19:00,09:00,19:00,09:00,19:00,09:00,19:00,09:00,19:00,,,09:30,23:00,37.395149,126.9177978
청원약국,안양시,경기도 안양시 만안구 안양로 340,경기도 안양시 만안구 안양동 689-147번지 1층,13991,031-466-2440,09:00,21:00,09:00,21:00,09:00,21:00,09:00,21:00,09:00,21:00,09:00,20:00,09:00,15:00,09:00,15:00,37.4020507,126.919055
초원약국,안양시,경기도 안양시 만안구 안양로 323,경기도 안양시 만안구 안양동 1195-5번지,14006,031-449-5601,09:30,25:00,09:30,25:00,09:30,25:00,09:30,25:00,09:30,25:00,09:30,25:00,09:30,25:00,09:30,25:00,37.4005483,126.9196428
충훈당약국,안양시,경기도 안양시 만안구 와룡로 34,경기도 안양시 만안구 석수동 785번지 1층,13974,031-471-2829,09:00,21:00,09:00,21:00,09:00,21:00,09:00,21:00,09:00,21:00,09:00,18:30,,,,,37.4073973,126.897737
코끼리약국,안양시,경기도 안양시 동안구 흥안대로456번길 82,"경기도 안양시 동안구 평촌동 21-2번지 밀레니엄프라자 107,108호",14062,031-423-1236,09:00,20:30,09:00,20:30,09:00,20:30,09:00,20:30,09:00,20:30,09:00,15:00,,,,,37.3932032,126.9799366
큰사랑약국,안양시,경기도 안양시 만안구 안양로 461-1,경기도 안양시 만안구 석수동 317-5번지 1층,13970,031-473-6354,09:00,20:00,09:00,20:00,09:00,20:00,09:00,20:00,09:00,20:00,09:00,18:00,,,,,37.4110506,126.9108157
키움약국,안양시,경기도 안양시 만안구 안양로 249,"경기도 안양시 만안구 안양동 627-30번지 안양디오르나인 2BL 103,104호",13999,031-342-3950,09:00,18:00,09:00,18:00,09:00,18:00,09:00,18:00,09:00,18:00,09:00,13:00,,,,,37.3950535,126.9240687
타워약국,안양시,경기도 안양시 동안구 시민대로 175,경기도 안양시 동안구 비산동 1108-1번지 동안프라자빌딩 113호,14048,031-385-2158,09:00,21:00,09:00,21:00,09:00,21:00,09:00,21:00,09:00,21:00,09:00,17:30,,,,,37.3913481,126.950419
태경약국,안양시,경기도 안양시 동안구 흥안대로 396,경기도 안양시 동안구 평촌동 133-12번지 강윤빌딩 103호,14064,031-382-5219,09:00,19:30,09:00,19:30,09:00,19:30,09:00,19:30,09:00,19:30,09:00,16:00,,,,,37.3895705,126.9737823
테라스온누리약국,안양시,경기도 안양시 만안구 병목안로 14,경기도 안양시 만안구 안양동 782-11번지 우남리치빌 1층 104호,14001,070-8778-2528,08:30,20:30,08:30,20:30,08:30,20:30,08:30,20:30,08:30,20:30,08:30,15:00,,,,,37.3992826,126.9188843
튼튼약국,안양시,경기도 안양시 동안구 관평로 314,경기도 안양시 동안구 관양동 1403-5번지 1층,13937,031-386-1256,08:30,19:00,08:30,19:00,08:30,18:30,08:30,19:00,08:30,19:00,08:30,14:00,,,,,37.404379,126.9576004
튼튼한약국,안양시,경기도 안양시 동안구 갈산로72번길 13,경기도 안양시 동안구 호계동 1082-9번지 1층,14107,031-451-4123,09:00,18:00,09:00,18:00,09:00,18:00,09:00,18:00,09:00,18:00,,,,,,,37.378722,126.9606655
팜스퀘어약국,안양시,경기도 안양시 만안구 만안로 232,"경기도 안양시 만안구 안양동 88-1번지 안양역 엔터식스 지하1층 016,017호",13992,070-8098-4603,10:00,22:00,10:00,22:00,10:00,22:00,10:00,22:00,10:00,22:00,10:00,22:00,10:00,22:00,10:00,22:00,37.40143,126.923003
퍼스트약국,안양시,경기도 안양시 동안구 경수대로 607,경기도 안양시 동안구 호계동 943-29번지 1층,14114,031-429-0525,09:00,18:00,09:00,18:00,09:00,18:00,09:00,18:00,09:00,18:00,,,,,,,37.3765623,126.9555644
편한약국,안양시,경기도 안양시 동안구 경수대로 430,경기도 안양시 동안구 호계동 813번지 호계e-편한세상아파트 상가A동 107일부호,14126,031-452-7030,09:00,20:00,09:00,20:00,09:00,20:00,09:00,20:00,09:00,20:00,09:00,15:30,,,,,37.3638996,126.9618218
평촌광장약국,안양시,경기도 안양시 동안구 관평로182번길 53,경기도 안양시 동안구 관양동 1601-4번지 광장빌딩 108~110호,14066,031-388-3371,08:30,22:00,08:30,22:00,08:30,22:00,08:30,22:00,08:30,22:00,08:30,22:00,,,,,37.3942546,126.9630848
평촌대학약국,안양시,경기도 안양시 동안구 관평로170번길 33,경기도 안양시 동안구 관양동 1606번지 평촌주공공이 105호,14066,031-476-8838,09:00,18:00,09:00,18:00,09:00,18:00,09:00,18:00,09:00,18:00,,,,,,,37.3930162,126.9622915
평촌대형약국,안양시,경기도 안양시 동안구 시민대로 311,경기도 안양시 동안구 관양동 1746번지 금강스마트빌딩 2층 210호,14055,031-360-3063,09:00,18:00,09:00,18:00,09:00,18:00,09:00,18:00,09:00,18:00,09:00,13:00,,,,,37.3961005,126.9646533
평촌라임약국,안양시,경기도 안양시 동안구 시민대로 311,경기도 안양시 동안구 관양동 1746번지 금강스마트빌딩 314호,14055,031-426-7001,09:00,19:00,09:00,19:00,09:00,19:00,09:00,19:00,09:00,19:00,09:00,13:00,,,,,37.3961005,126.9646533
평촌범계약국,안양시,경기도 안양시 동안구 시민대로 202,경기도 안양시 동안구 호계동 1042번지 에메랄드빌딩 103호,14072,031-388-9561,09:00,18:00,09:00,18:00,09:00,18:00,09:00,18:00,09:00,18:00,09:00,13:00,,,,,37.3914885,126.9534795
평촌성신약국,안양시,경기도 안양시 동안구 관평로170번길 15,경기도 안양시 동안구 관양동 1605-4번지 1층,14066,"031-383-0734,5",08:30,18:00,08:30,18:00,08:30,18:00,08:30,18:00,08:30,18:00,09:00,13:30,,,,,37.3926706,126.9616275
평촌센텀약국,안양시,경기도 안양시 동안구 경수대로 548,경기도 안양시 동안구 호계동 996-7번지 4층 일부호,14112,031-429-1791,09:00,18:00,09:00,18:00,09:00,18:00,09:00,18:00,09:00,18:00,09:00,13:00,,,,,37.3716261,126.9582542
평촌수약국,안양시,경기도 안양시 동안구 시민대로 214,"경기도 안양시 동안구 호계동 1043-1번지 다운타운빌딩 1층 106,107호",14072,031-387-3375,09:00,20:30,09:00,20:30,09:00,20:30,09:00,20:30,09:00,20:30,09:00,16:00,,,,,37.3919182,126.9547981
평촌시민약국,안양시,경기도 안양시 동안구 시민대로 187,경기도 안양시 동안구 비산동 1112-1번지 안양건설타워 106호,14047,031-381-1312,09:00,18:00,09:00,18:00,09:00,18:00,09:00,18:00,09:00,18:00,,,,,,,37.3917688,126.9517264
평촌열린약국,안양시,경기도 안양시 동안구 관평로170번길 33,경기도 안양시 동안구 관양동 1606번지 주공공이빌딩 108호,14066,031-387-5335,08:00,19:00,08:00,19:00,08:00,19:00,08:00,19:00,08:00,19:00,08:30,14:00,,,,,37.3930162,126.9622915
평촌온누리약국,안양시,경기도 안양시 동안구 흥안대로434번길 19-21,경기도 안양시 동안구 평촌동 56-1번지 1층,14062,031-421-5918,09:00,18:00,09:00,18:00,09:00,18:00,09:00,18:00,09:00,18:00,09:00,14:00,,,09:00,21:00,37.3935299,126.9763418
평촌제일약국,안양시,경기도 안양시 동안구 평촌대로223번길 64,경기도 안양시 동안구 호계동 1045-2번지 제일빌딩 307-1호,14072,031-385-8856,09:00,19:30,09:00,19:30,09:00,19:30,09:00,19:30,09:00,19:30,09:00,17:30,,,,,37.3905184,126.9522552
평촌종로약국,안양시,경기도 안양시 동안구 평촌대로 141,경기도 안양시 동안구 호계동 1058번지 트윈프라자 1층,14099,031-385-9600,09:00,22:30,09:00,22:30,09:00,22:30,09:00,22:30,09:00,22:30,09:00,22:00,,,09:00,21:00,37.3845993,126.9587821
평촌중앙약국,안양시,경기도 안양시 동안구 관평로186번길 53,경기도 안양시 동안구 관양동 1600-3번지 씨티빌딩 102호,14066,031-000-0000,09:00,18:00,09:00,18:00,09:00,18:00,09:00,18:00,09:00,18:00,09:00,13:00,,,,,37.3945691,126.9628679
평촌태평양약국,안양시,경기도 안양시 동안구 평촌대로227번길 50,경기도 안양시 동안구 호계동 1041-3번지 명성빌딩 3호,14072,031-384-2890,10:00,20:00,10:00,20:00,10:00,20:00,10:00,20:00,10:00,20:00,09:00,21:00,10:00,20:00,09:00,21:00,37.3910429,126.9526354
평촌하늘약국,안양시,경기도 안양시 동안구 관평로182번길 54,경기도 안양시 동안구 관양동 1604-4번지 평촌벌말프라자 1층 103호,14066,031-385-1649,,,,,,,,,,,,,,,,,37.3938589,126.9632684
플러스약국,안양시,경기도 안양시 동안구 흥안대로 524,경기도 안양시 동안구 관양동 1505-25번지 삼우프라자 1층 101호,13943,031-425-4215,09:00,18:00,09:00,18:00,09:00,18:00,09:00,18:00,09:00,18:00,09:00,13:00,,,,,37.4007453,126.9773423
피영온누리약국,안양시,경기도 안양시 동안구 평촌대로 371,경기도 안양시 동안구 비산동 1026-14번지 1층,13919,031-388-5900,09:00,22:00,09:00,22:00,09:00,22:00,09:00,22:00,09:00,22:00,09:00,22:00,,,09:00,22:00,37.4038347,126.9490397
하나약국,안양시,경기도 안양시 만안구 삼덕로 6,경기도 안양시 만안구 안양동 627-204번지,13999,031-441-8466,08:30,18:30,08:30,18:30,08:30,18:30,08:30,18:30,08:30,18:30,08:30,13:30,,,,,37.3938291,126.9243718
하이약국,안양시,경기도 안양시 만안구 안양로 330-1,경기도 안양시 만안구 안양동 689-180번지 1층,13991,031-000-0000,09:00,18:00,09:00,18:00,09:00,18:00,09:00,18:00,09:00,18:00,09:00,13:00,,,,,37.4013326,126.9196707
한독약국,안양시,경기도 안양시 동안구 경수대로 707,경기도 안양시 동안구 호계동 923번지,14078,031-452-3127,08:30,19:00,08:30,19:00,08:30,19:00,08:30,19:00,08:30,19:00,08:30,14:00,,,09:00,18:00,37.3847358,126.9512241
한림생약국,안양시,경기도 안양시 만안구 만안로 284,경기도 안양시 만안구 안양동 861-32번지 마인빌 204호,13991,031-447-5188,10:00,17:00,10:00,17:00,10:00,17:00,10:00,17:00,10:00,17:00,,,,,,,37.4051438,126.9193362
한마음약국,안양시,경기도 안양시 동안구 관악대로 165,경기도 안양시 동안구 비산동 405-23번지 비산동근린빌딩 102호,13926,031-383-2308,09:00,18:30,09:00,18:30,09:00,18:30,09:00,18:30,09:00,18:30,09:00,14:00,,,,,37.3991255,126.9424083
한소망약국,안양시,경기도 안양시 동안구 흥안대로 378,경기도 안양시 동안구 평촌동 138-1번지 서울안과빌딩 101호,14064,031-421-8777,09:00,16:00,09:00,16:00,09:00,16:00,09:00,16:00,09:00,16:00,,,,,,,37.3881715,126.9733629
한양약국,안양시,경기도 안양시 동안구 관악대로 488,경기도 안양시 동안구 관양동 1488-39번지 인덕원메트로빌 308호,13951,031-426-8304,09:00,18:00,09:00,18:00,09:00,18:00,09:00,18:00,09:00,18:00,09:00,13:00,,,,,37.4020176,126.9756048
한일약국,안양시,경기도 안양시 만안구 충훈로 87,경기도 안양시 만안구 석수동 785-17번지,13974,031-471-3892,08:30,19:30,08:30,19:30,08:30,19:30,08:30,19:30,08:30,19:30,08:30,13:00,09:30,12:30,,,37.4075287,126.8987529
해그린약국,안양시,경기도 안양시 동안구 경수대로 609,경기도 안양시 동안구 호계동 943-2번지 203호,14114,031-452-7999,09:00,19:00,09:00,19:00,09:00,19:00,09:00,19:00,09:00,19:00,09:00,14:00,,,,,37.3767152,126.9554842
해림약국,안양시,경기도 안양시 동안구 흥안대로145번길 145,경기도 안양시 동안구 호계동 1291번지 평촌더샵아이파크 상가동 101호,14109,031-429-3361,09:00,19:00,09:00,19:00,09:00,19:00,09:00,19:00,09:00,19:00,09:00,13:00,,,,,37.3768733,126.9565335
해맑은약국,안양시,경기도 안양시 동안구 엘에스로 45,경기도 안양시 동안구 호계동 711-1번지 대영골든타워 110호,14121,031-456-3134,08:00,22:30,08:00,22:30,08:00,22:30,08:00,22:30,08:00,22:30,08:00,22:30,,,,,37.367446,126.9548171
해온약국,안양시,경기도 안양시 동안구 엘에스로 37,경기도 안양시 동안구 호계동 712번지 주식회사금명상사금명빌딩 1층 102호,14121,031-429-0102,09:00,19:00,09:00,20:10,09:00,19:00,09:00,20:10,09:00,19:00,09:00,15:00,,,,,37.3672132,126.9551463
햇살약국,안양시,,경기도 안양시 동안구 비산동 1101-2번지 샛별한양아파트,14043,031-388-8675,09:00,18:30,09:00,18:30,09:00,18:30,09:00,18:30,09:00,18:30,09:00,15:30,,,,,37.3968422,126.9494977
햇살약국,안양시,경기도 안양시 동안구 경수대로 544,경기도 안양시 동안구 호계동 1003번지 1층 2호,14112,070-4001-1383,09:00,18:00,09:00,18:00,09:00,18:00,09:00,18:00,09:00,18:00,09:00,13:00,,,,,37.3711575,126.9582688
행복한약국,안양시,경기도 안양시 동안구 흥안대로 458,경기도 안양시 동안구 평촌동 72-9번지 평촌메가타운 102호,14061,031-425-6520,09:00,21:00,09:00,21:00,09:00,21:00,09:00,21:00,09:00,21:00,09:00,18:00,,,,,37.3949532,126.9761511
현대약국,안양시,경기도 안양시 동안구 경수대로 458,경기도 안양시 동안구 호계동 811번지 현대홈타운 상가 140호,14125,031-454-5812,09:00,21:00,09:00,21:00,09:00,21:00,09:00,21:00,09:00,21:00,09:00,21:00,,,,,37.3640808,126.9600475
혜전약국,안양시,경기도 안양시 동안구 흥안대로 519,경기도 안양시 동안구 관양동 1502-6번지 아이퍼스트타워 304호,13951,031-423-7963,09:00,19:30,09:00,19:30,09:00,19:30,09:00,19:30,09:00,19:30,09:00,15:30,,,,,37.4003344,126.9761475
호계약국,안양시,경기도 안양시 동안구 경수대로 527,경기도 안양시 동안구 호계동 968-3번지,14120,031-456-0200,09:00,20:00,09:00,20:00,09:00,20:00,09:00,20:00,09:00,20:00,,,,,,,37.3698291,126.957533
호계온누리약국,안양시,경기도 안양시 동안구 경수대로 430,경기도 안양시 동안구 호계동 813번지 호계이편안아파트상가 22상가동 105호,14126,031-477-7551,09:00,21:00,09:00,21:00,09:00,21:00,09:00,21:00,09:00,21:00,09:00,17:00,,,,,37.3634305,126.9617348
호계제일약국,안양시,경기도 안양시 동안구 경수대로 454,경기도 안양시 동안구 호계동 804-9번지 유환프라자 102호,14125,031-687-8744,09:00,18:00,09:00,18:00,09:00,18:00,09:00,18:00,09:00,18:00,09:00,13:00,,,,,37.3637399,126.9604
호수약국,안양시,경기도 안양시 만안구 병목안로 69,경기도 안양시 만안구 안양동 710-41번지 성원아파트 상가동 104호,14021,031-469-2029,09:00,20:00,09:00,20:00,09:00,20:00,09:00,20:00,09:00,20:00,09:00,14:00,,,09:00,21:00,37.3954228,126.9148244
홈타운약국,안양시,경기도 안양시 동안구 경수대로 462,경기도 안양시 동안구 호계동 811번지 호계2차현대홈타운 상가 125호,14125,031-459-0777,09:00,21:30,09:00,21:30,09:00,21:30,09:00,21:30,09:00,21:30,09:00,21:00,,,,,37.3658093,126.9595834
효자원한약국,안양시,경기도 안양시 만안구 병목안로 121,경기도 안양시 만안구 안양동 759-59번지 1층,14020,031-444-1075,09:00,18:00,09:00,18:00,09:00,18:00,09:00,18:00,09:00,18:00,,,,,,,37.3928022,126.9098627
휴베이스봄약국,안양시,경기도 안양시 동안구 경수대로 428,경기도 안양시 동안구 호계동 873번지 덕유파크 111호,14126,031-429-5949,09:00,20:00,09:00,20:00,09:00,20:00,09:00,20:00,09:00,20:00,09:00,15:00,,,,,37.3622442,126.9624999
희망약국,안양시,경기도 안양시 만안구 안양로 283,경기도 안양시 만안구 안양동 676-116번지 1층,14001,031-468-7969,09:00,15:30,09:00,15:30,09:00,15:30,09:00,15:30,09:00,15:30,,,,,,,37.3975762,126.9219818
힐링약국,안양시,경기도 안양시 동안구 관악대로106번길 77,경기도 안양시 동안구 비산동 409번지 비산롯데캐슬 상가동 1층 107호,13954,031-387-9111,09:00,18:00,09:00,18:00,09:00,18:00,09:00,18:00,09:00,18:00,09:00,13:00,,,,,37.3984151,126.9389564
