kidgartn_nm,sido_nm,signgu_nm,kidgartn_type_div_nm,refine_road_nm_addr,refine_zipno,kidgartn_telno,kidgartn_faxno,nrsryrm_cnt,playgrnd_cnt,cctv_instl_cnt,chldcare_schlstaf_cnt,fnop_cnt,atndskl_vehcle_opr_yn,hmpg_addr,wgs84_lat,wgs84_logt,dat_crtr_ymd
새한나어린이집,경기도,안양시만안구,가정,경기도 안양시 만안구 현충로16번길 26 개나리주택105호 (안양동),14032,031-443-5426,031-469-5426,3,0,0,0,13,N,,37.39339785,126.9283854,20250725
평촌어바인퍼스트아침해어린이집,경기도,안양시동안구,민간,경기도 안양시 동안구 흥안대로81번길 66 관리동,14116,***-****-****,--,5,1,0,0,45, ,,37.56647,126.977963,20250725
리틀명지어린이집,경기도,안양시만안구,가정,경기도 안양시 만안구 양화로72번길 19-14 로얄맨션 102호,14005,031-445-0110,--,2,0,0,0,15,N,,37.40036004,126.9142154,20250725
꿈동아어린이집,경기도,안양시만안구,가정,"경기도 안양시 만안구 전파로 63 B동 109호(안양동, 대동아아파트)",,031-469-3716,031-469-3716,3,0,0,0,11,N,,37.39148864,126.9398965,20250725
하나어린이집,경기도,안양시만안구,가정,"경기도 안양시 만안구 안양로384번길 35 101동 105호(안양동, 이너스내안에)",13990,031-465-7377,031-465-7377,3,0,4,0,20,N,,37.40563616,126.9180149,20250725
하늘 숲 어린이집,경기도,안양시만안구,민간,경기도 안양시 만안구 박달로498번길 18 (박달동),14008,031-441-5700,031-442-3314,7,1,12,19,116,Y,키즈노트,37.40055662,126.9079862,20250725
강아지풀어린이집,경기도,안양시만안구,가정,"경기도 안양시 만안구 안양로532번길 12 107동 102호(석수동, 현대)",13963,031-344-1900,031-471-1909,3,0,4,0,20,N,http://blog.naver.com/7kmk1004,37.41686736,126.9081881,20250725
상등어린이집,경기도,안양시만안구,가정,"경기도 안양시 만안구 경수대로 1193 105동 104호(석수동, 석수대림)",13961,031-448-1030,031-448-1030,3,0,4,0,20,N,********************,37.41487518,126.9140412,20250725
평촌두산위브리버뷰 해든어린이집,경기도,안양시,국공립,경기도 안양시 동안구 엘에스로45번길 30 평촌두산위브리버뷰 아파트,14121,031-429-8092,--,4,2,13,12,39,N,,37.3674504,126.953873,20250725
아르테자이 새론어린이집,경기도,안양시,국공립,경기도 안양시 만안구 경수대로1166번길 9 1층,13914,031-471-2965,--,5,1,12,13,51,N,,37.4157821,126.9183544,20250725
평촌엘프라우드 원어린이집,경기도,안양시,국공립,경기도 안양시 동안구 매곡로 23 1층(비산동),13917,031-381-5111,--,6,0,13,13,53,N,,37.56647,126.977963,20250725
평촌트리지아 하나어린이집,경기도,안양시,국공립,경기도 안양시 동안구 귀인로98번길 12 1층,14081,031-453-8199,031-453-8198,4,0,16,13,64,N,,37.38125224,126.9493029,20250725
평촌트리지아 라온어린이집,경기도,안양시,국공립,경기도 안양시 동안구 귀인로 110 ,14081,031-477-7760,--,4,0,16,12,38,N,,37.56647,126.977963,20250725
별하어린이집,경기도,안양시,국공립,"경기도 안양시 만안구 안양천서로 249 (안양동, 안양역푸르지오더샵)",13995,031-469-5959,--,7,0,18,15,85,N,,37.39865696,126.9282101,20250725
어반포레어린이집,경기도,안양시,국공립,경기도 안양시 만안구 냉천로 125 (안양동),14029,031-465-2007,031-465-2008,4,1,10,11,68,N,,37.39087006,126.923126,20250725
꿈이든어린이집,경기도,안양시,국공립,경기도 안양시 동안구 시민대로 124 1층,14077,031-429-0602,031-429-0604,5,1,11,10,63,N,,37.38697292,126.9474359,20250725
예쁜아이어린이집,경기도,안양시만안구,가정,"경기도 안양시 만안구 안양천서로 289 106동 101호(안양동, 주공뜨란채)",13994,031-444-5545,031-444-5545,3,0,4,0,17,N,,37.39830596,126.9277948,20250725
평강어린이집,경기도,안양시만안구,가정,"경기도 안양시 만안구 안양천서로 311 113동 104호(안양동, 삼성래미안아파트)",13994,031-464-5759,031-360-5759,3,0,4,7,19,N,,37.40221652,126.9241214,20250725
해바라기어린이집,경기도,안양시만안구,가정,경기도 안양시 만안구 오리로34번길 70 1층,13976,031-464-3065,031-464-3065,4,0,4,6,20,N,***********************,37.40885127,126.8857599,20250725
행복한 가정 어린이집,경기도,안양시만안구,가정,"경기도 안양시 만안구 안양로532번길 12 103동 104호(석수동, 현대)",13963,031-472-0407,031-474-2141,3,0,5,0,19,Y,,37.41678003,126.9078817,20250725
선교어린이집,경기도,안양시만안구,가정,"경기도 안양시 만안구 화창로 98 101동 108호(석수동, 영풍)",13905,031-473-8262,031-473-8262,4,0,0,0,19,N,,37.41707379,126.9073951,20250725
헨젤어린이집,경기도,안양시만안구,가정,"경기도 안양시 만안구 안양로532번길 12 101동 111호(석수동, 현대)",13963,031-341-7608,031-471-3019,3,0,4,0,20,N,,37.41678003,126.9078817,20250725
한나 어린이집,경기도,안양시만안구,가정,"경기도 안양시 만안구 소곡로20번길 7 106동 102호(안양동, 한솔아파트)",14033,031-469-5426,031-469-5426,3,0,4,8,20,N,,37.3914857,126.9289705,20250725
갈대상자어린이집,경기도,안양시만안구,가정,"경기도 안양시 만안구 병목안로 220 103동 103호(안양동, 흥화브라운빌아파트)",14025,031-447-3366,--,4,0,4,6,19,N,https://www.instagram.com/galdaebox_anyang,37.38490608,126.9061242,20250725
만안꼬꼬마어린이집,경기도,안양시만안구,가정,"경기도 안양시 만안구 연현로79번길 56 303동 102호(석수동, 석수LG빌리지아파트)",13903,031-472-1171,031-472-1171,3,0,4,0,20,N,,37.429848,126.901024,20250725
도담도담어린이집,경기도,안양시동안구,가정,경기도 안양시 동안구 동안로 283 삼호뉴타운아파트 16동 109호,,031-347-3500,--,4,0,4,0,19,N,,37.40324865,126.9447252,20250725
동문어린이집,경기도,안양시동안구,가정,경기도 안양시 동안구 관악대로275번길 53 동문빌라다동101호 시설전용 (비산동),13935,031-386-5085,031-388-2020,4,0,5,0,18,N,***************,37.40510006,126.9529438,20250725
아이짱어린이집,경기도,안양시동안구,가정,"경기도 안양시 동안구 달안로 10 106동 105호(비산동, 은하수마을청구1단지아파트)",14045,031-388-4262,0504-292-3196,3,0,4,0,20,N,,37.39162517,126.9461984,20250725
아이맘어린이집,경기도,안양시동안구,가정,"경기도 안양시 동안구 경수대로 430 110동 102호(호계동, 호계대림E편한세상아파트)",14126,031-344-2009,031-344-2009,3,2,4,8,20,N,,37.37620037,126.9511157,20250725
평촌도만어린이집,경기도,안양시동안구,가정,"경기도 안양시 동안구 학의로 390 115동 104호(평촌동, 인덕원푸른마을대우아파트)",14061,031-461-8092,031-461-8092,3,0,4,0,16,N,,37.39482883,126.9791106,20250725
행복가득어린이집,경기도,안양시동안구,가정,"경기도 안양시 동안구 동안로 280 11동 109호(비산동, 뉴타운아파트)",13919,031-381-9447,--,3,0,4,0,19,N,,37.40138004,126.9469176,20250725
꼬마별어린이집,경기도,안양시동안구,가정,"경기도 안양시 동안구 관악대로106번길 29 104동 102호(비산동, 비산롯데캐슬)",13954,031-387-2121,--,3,0,4,6,15,N,,37.39832099,126.9389498,20250725
리베어린이집,경기도,안양시동안구,가정,"경기도 안양시 동안구 관평로138번길 13 804동 107호(평촌동, 초원마을세경8단지아파트)",14068,031-317-2558,--,3,0,3,0,11,N,,37.39029133,126.9628821,20250725
꿈예랑어린이집,경기도,안양시동안구,가정,"경기도 안양시 동안구 달안로 110 507동 106호(관양동, 한가람세경5단지아파트)",14052,031-381-1117,0508-918-3569,3,0,3,6,13,N,,37.39626578,126.9547438,20250725
통통이 어린이집,경기도,안양시동안구,가정,"경기도 안양시 동안구 임곡로 43 105동 101호(비산동, 그린빌주공아파트)",13916,031-385-7063,031-385-7063,4,0,4,0,19,N,,37.40601137,126.9329272,20250725
꿈동산어린이집,경기도,안양시동안구,민간,경기 안양시 동안구 관양2동 1484-13번지 301호 ,13950,031-424-5864,--,0,0,0,0,29, ,,,,20250725
다솜어린이집,경기도,안양시동안구,가정,"경기도 안양시 동안구 동안로 203 306동 103호(비산동, 관악성원아파트)",14044,031-383-2023,--,3,0,0,0,11,N,,37.39363172,126.947198,20250725
한빛어린이집,경기도,안양시동안구,민간,경기도 안양시 동안구 엘에스로53번길 13 (호계동),14121,031-427-0879,031-427-0879,4,1,0,0,27,Y,,37.36804744,126.9535436,20250725
엄마품어린이집,경기도,안양시동안구,가정,"경기도 안양시 동안구 학의로 20 113동 104호(비산동, 관악)",14044,031-382-0052,--,4,2,4,8,20,N,,37.39481088,126.943222,20250725
일곱빛깔어린이집,경기도,안양시동안구,가정,경기도 안양시 동안구 관악대로263번길 61 동문빌라 가-101 (전용) (비산동),13935,031-382-9674,--,3,0,3,0,16,Y,http://town.cyworld.com/color7,37.40513666,126.9514817,20250725
바다의별어린이집,경기도,안양시동안구,민간,경기도 안양시 동안구 부림로 78 아보육시설동(평촌동 초원아파트),14069,031-422-6002,--,4,2,4,0,27,Y,,37.39113075,126.967783,20250725
움트리어린이집,경기도,안양시만안구,민간,경기도 안양시 만안구 창박로55번길 12 (안양동),14025,031-442-0090,031-442-0092,12,1,24,22,203,Y,,37.38351601,126.900905,20250725
새소망어린이집,경기도,안양시만안구,가정,"경기도 안양시 만안구 장내로 76 505동 104호(안양동, 수리산성원쌍떼빌1차아파트)",14027,031-447-9610,031-447-9610,3,0,5,7,19,N,,37.3941222,126.9169781,20250725
사랑나무어린이집,경기도,안양시만안구,가정,경기도 안양시 만안구 안양로406번길 20 (안양동),13990,031-441-7044,031-441-7044,3,0,0,0,20,Y,,37.40737501,126.9157319,20250725
뉴수퍼키즈어린이집,경기도,안양시만안구,민간,경기도 안양시 만안구 안양로329번길 37 ,14006,031-448-2105,031-448-2105,6,0,5,0,26,Y,,37.4007524,126.9172234,20250725
핌 아이 어린이집,경기도,안양시만안구,가정,"경기도 안양시 만안구 양화로222번길 15 1층(석수동, 황산빌라)",13968,031-471-1290,031-471-1290,4,0,4,5,10,Y,,37.41225405,126.9069185,20250725
뉴햇빛플러스어린이집,경기도,안양시만안구,가정,"경기도 안양시 만안구 경수대로 1193 106동 103호(석수동, 석수대림)",13961,031-344-0579,031-344-0579,3,0,0,0,19,N,,37.41487518,126.9140412,20250725
꼬마또래어린이집,경기도,안양시만안구,가정,"경기도 안양시 만안구 삼성산길 8 102동 104호(석수동, 석수역푸르지오아파트)",13907,031-472-3579,031-472-3759,3,0,6,0,20,N,,37.43311951,126.9046478,20250725
하늘수레어린이집,경기도,안양시만안구,가정,"경기도 안양시 만안구 삼성산길 8 104동 103호(석수동, 석수역푸르지오아파트)",13907,031-349-4004,031-473-8003,3,0,4,0,20,N,,37.43311951,126.9046478,20250725
금별어린이집,경기도,안양시만안구,민간,경기도 안양시 만안구 안양로214번길 43 (안양동),14032,031-469-7071,031-469-7072,6,1,8,0,42,Y,http://cafe.naver.com/goldstarchild,37.39355478,126.9287005,20250725
예림어린이집,경기도,안양시만안구,가정,경기도 안양시 만안구 충훈로 51 석수아이파크 106동 103호(석수동),13973,031-472-3261,031-473-3261,4,0,4,7,20,Y,https://blog.naver.com/a1472258,37.40730258,126.9008625,20250725
숲속어린이집,경기도,안양시만안구,가정,경기도 안양시 만안구 충훈로 52 석수아이파크 109동 104호(석수동),13973,031-348-8801,031-348-8801,3,0,4,0,20,N,,37.40730258,126.9008625,20250725
엔젤스쿨어린이집,경기도,안양시만안구,가정,경기 안양시 만안구 안양8동  402-55 (1층) ,14091,031-349-6525,031-349-6525,3,0,0,0,13, ,,37.38142673,126.9280262,20250725
포도나무어린이집,경기도,안양시만안구,가정,경기도 안양시 만안구 문예로 27 우양파크빌아파트102 호(안양동),14092,031-443-9530,--,3,0,4,6,19,Y,,37.3852223,126.9307478,20250725
예쁜햇살어린이집,경기도,안양시만안구,가정,"경기도 안양시 만안구 충훈로 92 104동 102호(석수동, 코오롱하늘채)",13972,031-474-9828,--,4,0,4,7,20,Y,,37.40848845,126.8980642,20250725
하늘채어린이집,경기도,안양시만안구,가정,"경기도 안양시 만안구 충훈로 92 103동 103호(석수동, 코오롱하늘채)",13972,031-349-7976,031-349-7976,4,2,4,0,20,N,,37.40848845,126.8980642,20250725
아이파크자연어린이집,경기도,안양시만안구,민간,경기도 안양시 만안구 충훈로 71 ,13973,031-473-7842,031-473-7842,3,0,5,9,47,Y,,37.40690092,126.9007882,20250725
시온어린이집,경기도,안양시만안구,가정,"경기도 안양시 만안구 연현로79번길 20 102동 103호(석수동, 석수두산위브)",13902,031-472-5914,--,3,0,4,7,16,N,*******************,37.43259536,126.9013741,20250725
파란꿈나무어린이집,경기도,안양시만안구,가정,"경기도 안양시 만안구 석수로 40 7동 103호(석수동, 럭키)",13970,031-468-1225,031-468-1225,3,0,4,0,16,N,,37.4093134,126.9079246,20250725
예쁜뜰어린이집,경기도,안양시만안구,가정,"경기도 안양시 만안구 경수대로 1193 110동 101호(석수동, 석수대림)",13961,031-473-4547,031-473-4547,4,4,8,0,20,N,http://cafe.daum.net/prettygarden-i,37.41487518,126.9140412,20250725
꿈자람어린이집,경기도,안양시만안구,가정,"경기도 안양시 만안구 병목안로 81 102동 102호(안양동, 성원1차아파트)",14021,031-443-0077,031-443-0077,4,0,4,8,20,N,,37.39502668,126.914251,20250725
재롱 어린이집,경기도,안양시만안구,가정,"경기도 안양시 만안구 능곡로 36 2동 112호(안양동, 우성1차아파트)",14022,031-448-8535,031-448-8535,2,0,3,0,12,N,,37.39144113,126.9136159,20250725
해피키즈어린이집,경기도,안양시만안구,가정,"경기도 안양시 만안구 박달로 451 111동 101호(박달동, 한라비발디)",13979,031-341-2772,031-341-2772,3,0,4,8,20,N,,37.40300093,126.9018301,20250725
참사랑가베어린이집,경기도,안양시만안구,가정,"경기도 안양시 만안구 박달로 420 2동 102호(박달동, 신안아파트)",14016,031-464-7866,0504-435-1741,4,1,4,8,20,N,https://blog.naver.com/truelovegabe,37.4009648,126.8997252,20250725
금호가베어린이집,경기도,안양시만안구,가정,"경기도 안양시 만안구 삼봉로 61 102동 102호(박달동, 금호타운)",14017,070-8262-1906,--,3,0,4,8,20,Y,*********************,37.39918458,126.9014013,20250725
백합어린이집,경기도,안양시만안구,가정,경기도 안양시 만안구 문예로6번길 36 (안양동) 1층,14093,031-448-7749,031-448-7749,4,0,4,0,18,N,,37.38251628,126.9306326,20250725
키즈하늘수레어린이집,경기도,안양시만안구,가정,"경기도 안양시 만안구 연현로79번길 56 409동 108호(석수동, 석수엘지빌리지)",13903,031-349-7114,031-341-8266,4,0,4,9,19,N,,37.42701189,126.9014365,20250725
바른사랑어린이집,경기도,안양시만안구,가정,"경기도 안양시 만안구 석수로 40 2동 105호(석수동, 럭키)",13970,031-472-2717,031-472-6493,4,0,4,0,20,N,http://www.cyworld.nate.com/sarang2717,37.4093134,126.9079246,20250725
베이비클래스어린이집,경기도,안양시동안구,가정,경기도 안양시 동안구 관평로212번길 21 공작부영아파트 314동101호(살림겸용) (관양동),14051,031-341-8835,031-341-8835,3,0,3,0,13,N,,37.39749843,126.9592376,20250725
별사랑어린이집,경기도,안양시동안구,가정,"경기도 안양시 동안구 달안로 153 204동 102호(관양동, 공작성일아파트)",14050,031-387-8588,050-4343-3599,4,0,4,6,19,N,http://naver.me/5RR31ww0,37.39926036,126.9582554,20250725
아이숲어린이집,경기도,안양시동안구,가정,"경기도 안양시 동안구 달안로 153 203동 106호(관양동, 공작성일아파트)",14050,031-476-9111,031-476-9111,4,0,4,5,16,N,,37.3997629,126.958687,20250725
우성삐아제어린이집,경기도,안양시동안구,가정,경기도 안양시 동안구 임곡로 43 임곡주공그린아파트 114동 105호,13916,031-441-2270,--,3,0,4,0,12,Y,,37.4059322,126.9331178,20250725
숲속몬테소리어린이집,경기도,안양시동안구,가정,"경기도 안양시 동안구 관악대로 133 123동 105호(비산동, 삼성래미안)",13922,031-442-2883,--,3,0,3,0,20,N,,37.399414,126.93866,20250725
이레어린이집,경기도,안양시동안구,가정,경기도 안양시 동안구 관평로212번길 21 공작부영아파트 313동103호 (전용) (관양동),14051,031-385-6458,--,4,0,4,7,16,N,,37.39749843,126.9592376,20250725
딸기어린이집,경기도,안양시동안구,가정,"경기도 안양시 동안구 시민대로122번길 38 101호(호계동, 신라아파트)",,031-454-3005,031-454-3005,2,0,2,0,9,N,,37.38782368,126.9481646,20250725
예뜰어린이집,경기도,안양시동안구,가정,"경기도 안양시 동안구 동편로 135 403동103호(관양동, 휴먼시아아파트)",13930,031-421-5500,031-426-5588,5,0,4,0,20,N,cafe.naver.com/yeddel,37.40981394,126.9678895,20250725
베베슐레어린이집,경기도,안양시동안구,가정,"경기도 안양시 동안구 경수대로 462 205동102호(호계동, 호계2차현대홈타운)",14125,031-427-9319,--,4,0,4,8,20,N,,37.3640957,126.9602285,20250725
동편아이샘어린이집,경기도,안양시동안구,가정,"경기도 안양시 동안구 동편로 135 402동102호(관양동, 동편마을)",13930,031-421-2728,031-421-2728,4,0,4,5,13,N,*******************,37.40989141,126.9680016,20250725
산들어린이집,경기도,안양시동안구,가정,"경기도 안양시 동안구 동안로 35 106동106호(호계동, 무궁화아파트)",14100,031-381-1123,--,3,0,0,0,13,N,,37.38207858,126.9562848,20250725
아름드리어린이집,경기도,안양시동안구,가정,"경기도 안양시 동안구 학의로 98 206동101호(비산동, 샛별아파트)",14043,031-346-2303,--,3,0,4,0,16,N,,37.39876974,126.9493314,20250725
휘솔어린이집,경기도,안양시동안구,가정,"경기도 안양시 동안구 달안로 78 612동109호 (비산동, 샛별아파트)",14046,031-388-1631,--,3,0,2,0,8,N,,37.39637017,126.9510361,20250725
영영아어린이집,경기도,안양시동안구,가정,"경기도 안양시 동안구 동편로 110 318동101호(관양동, 휴먼시아아파트)",13928,031-423-0203,--,3,0,4,0,20,N,,37.41234978,126.969478,20250725
꼬망세하바어린이집,경기도,안양시동안구,민간,"경기도 안양시 동안구 동편로 110 (관양동, 휴먼시아3단지아파트관리동)",13928,031-424-3556,0505-380-0123,6,1,8,12,55,N,,37.41234978,126.969478,20250725
참그루어린이집,경기도,안양시동안구,가정,경기도 안양시 동안구 평촌대로253번길 18 614동103호,14046,031-388-3335,--,3,0,3,0,11,Y,,37.39451439,126.9517556,20250725
애플트리어린이집,경기도,안양시동안구,가정,"경기도 안양시 동안구 동편로 110 314동101호(관양동, 휴먼시아아파트)",13928,031-422-8686,--,4,0,0,0,20,N,,37.41234978,126.969478,20250725
햇살나무어린이집,경기도,안양시동안구,가정,"경기도 안양시 동안구 동편로 110 302동102호(관양동, 휴먼시아아파트)",13928,031-342-7719,031-342-7719,4,0,4,0,19,N,,37.41234978,126.969478,20250725
공작어린이집,경기도,안양시동안구,가정,"경기도 안양시 동안구 관평로212번길 21 312동102호(관양동, 공작아파트)",14051,031-347-0104,--,3,0,4,6,14,N,,37.39619695,126.9596869,20250725
리틀칼리지어린이집,경기도,안양시동안구,가정,"경기도 안양시 동안구 경수대로883번길 46 109호(비산동, 강남6차아파트)",13955,070-4207-1884,--,4,0,0,0,17,N,,37.39702962,126.9361194,20250725
베베어린이집,경기도,안양시만안구,가정,"경기도 안양시 만안구 안양천서로 177 208동 101호(안양동,래미안안양메가트리아)",14038,031-447-6961,031-447-6961,4,0,4,0,20,N,,37.39375289,126.9376853,20250725
행복나무어린이집,경기도,안양시만안구,가정,"경기도 안양시 만안구 안양천서로 177 101동 103호(안양동,래미안안양메가트리아)",14038,031-346-1270,031-346-1270,4,0,5,8,20,N,,37.39582924,126.9326525,20250725
솔숲어린이집,경기도,안양시만안구,민간,경기도 안양시 만안구 창박로 15-15 ,14025,031-444-7144,0504-080-3495,8,1,10,0,64,Y,*******************,37.38454985,126.9051534,20250725
에듀파크어린이집,경기도,안양시만안구,민간,"경기도 안양시 만안구 충훈로 14 104동 1층 (박달동, 한양수자인에듀파크아파트)",13982,031-465-7940,--,4,1,5,11,35,Y,,37.40300695,126.9047377,20250725
밝은빛어린이집,경기도,안양시만안구,가정,"경기도 안양시 만안구 소곡로 78 104동 101호(안양동, 씨엘포레자이)",14090,031-448-9888,0508-905-0730,3,0,4,10,20,N,,37.38725001,126.9228417,20250725
키즈캐슬어린이집,경기도,안양시만안구,민간,"경기도 안양시 만안구 박달로 344 관리동1층(박달동,대림한숲타운아파트)",14014,***-****-****,--,4,1,5,11,43,Y,,37.40400129,126.8927134,20250725
하늘땅어린이집,경기도,안양시만안구,가정,경기도 안양시 만안구 안양천서로 249 108동103호,13995,031-465-0773,--,3,0,5,4,18, ,,37.39838238,126.9267492,20250725
연두어린이집,경기도,안양시만안구,가정,경기도 안양시 만안구 냉천로125번길 21 안양어반포레 자연이편한세상 302동105호,,031-465-8160,--,3,0,4,4,20,N,,37.56647,126.977963,20250725
예당 어린이집,경기도,안양시동안구,가정,경기도 안양시 동안구 비산로74번길 17-4 (전용) (비산동),,031-469-5190,--,4,0,0,0,12,N,,37.40325057,126.9339298,20250725
하영어린이집,경기도,안양시동안구,가정,"경기도 안양시 동안구 동안로 271 7동 106호(비산동, 뉴타운아파트)",13920,031-383-8708,031-383-8708,4,0,0,0,20,N,,37.40665582,126.9509714,20250725
은하수어린이집,경기도,안양시동안구,가정,"경기도 안양시 동안구 달안로 40 305동 103호(비산동, 은하수마을신성3단지아파트)",14045,031-382-6533,0504-467-1461,3,0,4,0,19,N,cafe.daum.net/enhasoo6533,37.3946915,126.9483769,20250725
디즈니어린이집,경기도,안양시동안구,가정,"경기도 안양시 동안구 관평로138번길 53 707동 102호(평촌동, 초원마을부영7단지아파트)",14068,031-388-9175,--,3,3,4,0,16,N,,37.39186204,126.9648548,20250725
꼬마샛별어린이집,경기도,안양시동안구,가정,"경기도 안양시 동안구 달안로 117 105동 101호(관양동, 한가람두산1단지아파트)",14049,031-341-8331,031-341-8331,4,1,4,8,20,N,다음카페  꼬마샛별어린이집,37.39838637,126.9560121,20250725
송이어린이집,경기도,안양시동안구,가정,"경기도 안양시 동안구 흥안대로414번길 39 201동 101호(평촌동, 인덕원대림2차아파트)",14063,031-421-8488,--,3,0,4,0,19,N,,37.39148199,126.9769911,20250725
꼬망꼬망어린이집,경기도,안양시만안구,가정,"경기도 안양시 만안구 안양천서로 177 204동 102호(안양동,래미안메가트리아)",14038,031-442-2525,031-441-2526,4,0,4,8,20,N,,37.39311837,126.9348005,20250725
큐피트어린이집,경기도,안양시동안구,가정,"경기도 안양시 동안구 관악대로 133 116동 101호(비산동, 삼성래미안)",13922,031-446-6464,031-446-6464,4,12,4,0,19,N,,37.399414,126.93866,20250725
리틀큐피트어린이집,경기도,안양시동안구,가정,"경기도 안양시 동안구 관악대로 121 114동102호(비산동, 삼성래미안)",13922,031-443-2340,031-443-2340,4,0,4,7,20,N,cafe.naver.com/little_cupid,37.3991136,126.9376535,20250725
이레키즈아트어린이집,경기도,안양시동안구,민간,경기도 안양시 동안구 갈산로 78 (호계동),14107,031-458-1902,031-454-1908,7,2,11,15,56,N,,37.37883985,126.9598907,20250725
꿈빛나무어린이집,경기도,안양시동안구,가정,"경기도 안양시 동안구 관양로 197 가동104호(관양동, 대도아파트)",13948,031-348-3233,--,4,0,4,0,17,Y,,37.40296124,126.9695317,20250725
고운별어린이집,경기도,안양시동안구,가정,"경기도 안양시 동안구 임곡로 43 104동103호(비산동, 그린빌주공아파트)",13916,031-466-1866,031-466-1866,3,0,4,0,17,N,http://cafe.daum.net/4661866,37.40531736,126.9333111,20250725
세빈어린이집,경기도,안양시동안구,가정,경기도 안양시 동안구 평촌대로427번길 60-36 (비산동),13915,031-341-6067,--,6,0,0,0,20,N,,37.41024105,126.9484605,20250725
솔향기어린이집,경기도,안양시동안구,가정,"경기도 안양시 동안구 관평로138번길 63 713동109호(평촌동, 초원부영아파트)",14068,031-383-3650,--,3,0,3,0,11,N,,37.39093519,126.9659416,20250725
행복나라어린이집,경기도,안양시동안구,가정,"경기도 안양시 동안구 관평로212번길 21 308동106호(관양동, 공작아파트)",14051,031-388-5004,031-388-5004,3,0,3,0,13,N,,37.39858255,126.9588905,20250725
꼬마나무어린이집,경기도,안양시동안구,가정,경기도 안양시 동안구 평촌대로179번길 30 503동 105호,14075,070-7572-3372,--,2,0,2,0,9,N,,37.38770415,126.9552922,20250725
나무내음어린이집,경기도,안양시동안구,가정,"경기도 안양시 동안구 관악대로 171 104동 102호(비산동,비산이편한세상)",13926,031-384-1919,--,4,0,4,0,20,N,http://cafe.naver.com/namunamu1919,37.39964967,126.942794,20250725
더조은아이어린이집,경기도,안양시동안구,가정,"경기도 안양시 동안구 동안로 101 102동 102호 (호계동, 목련아파트)",14074,031-381-7808,--,5,0,5,7,20,N,,37.38725202,126.9513313,20250725
꽃가람발도르프어린이집,경기도,안양시동안구,가정,경기도 안양시 동안구 동편로68번길 12 ,13928,031-422-1885,--,3,0,0,0,20,N,,37.4101235,126.9735091,20250725
사랑가득어린이집,경기도,안양시동안구,가정,"경기도 안양시 동안구 관평로 68 709동 102호(평촌동,한신아파트)",14102,031-347-0775,--,4,0,0,0,20,Y,,37.38403883,126.9657458,20250725
호계성심어린이집,경기도,안양시동안구,가정,"경기도 안양시 동안구 흥안대로93번길 66 102호 (호계동,성심아파트)",,031-451-1400,031-456-8787,4,0,0,0,19,N,,37.3725921,126.9548093,20250725
레인보우키즈어린이집,경기도,안양시동안구,민간,경기도 안양시 동안구 경수대로610번길 39 ,14108,031-429-6393,070-8677-6393,8,1,9,17,85,Y,,37.37771454,126.957579,20250725
푸른꿈어린이집,경기도,안양시동안구,가정,"경기도 안양시 동안구 관평로 138 805-105(평촌동, 초원세경아파트)",14068,031-387-5634,--,3,0,0,0,11,N,,37.38878402,126.9614842,20250725
나눔 어린이집,경기도,안양시동안구,가정,경기도 안양시 동안구 흥안대로414번길 5 삼아아파트 102호,14063,031-424-8789,--,4,0,0,0,15,N,,37.39142594,126.9747583,20250725
아름 어린이집,경기도,안양시동안구,가정,경기도 안양시 동안구 관평로138번길 13 803동 106호,14068,031-381-8228,031-381-8228,3,0,4,6,12,N,,37.3903599,126.9629748,20250725
아이곤지어린이집,경기도,안양시동안구,가정,"경기도 안양시 동안구 달안로 40 305동 101호(비산동, 은하수마을신성3단지아파트)",14045,031-382-2345,031-382-2345,3,0,4,6,19,N,,37.39401937,126.948453,20250725
푸르지오영재어린이집,경기도,안양시동안구,가정,"경기도 안양시 동안구 학의로 390 103동 102호(평촌동, 인덕원푸른마을대우아파트)",14061,031-423-6644,--,3,1,4,0,20,N,http://cafe.naver.com/prujioh,37.39482883,126.9791106,20250725
해리어린이집,경기도,안양시동안구,가정,"경기도 안양시 동안구 임곡로 43 107동 104호(비산동,더포레스트힐)",13916,031-466-1133,031-466-0233,4,1,4,6,15,Y,,37.40798325,126.9353326,20250725
아기별어린이집,경기도,안양시동안구,가정,"경기도 안양시 동안구 관악대로 135 127동 104호(비산동, 삼성래미안)",13922,031-466-5770,031-466-5770,4,0,4,7,20,N,,37.399685,126.93951,20250725
우리어린이집,경기도,안양시동안구,가정,경기도 안양시 동안구 관악대로106번길 29 롯데낙천대아파트 108-101 (전용) (비산동),13954,031-386-1884,070-7623-3086,3,0,4,9,20,N,,37.39832099,126.9389498,20250725
솔앤별어린이집,경기도,안양시동안구,가정,경기도 안양시 동안구 평촌대로401번길 48 (전용) (비산동),13918,031-476-9444,031-476-9444,3,0,4,0,17,N,****************,37.40683708,126.9472369,20250725
한사랑어린이집,경기도,안양시동안구,가정,"경기도 안양시 동안구 달안로 98 505동 104호(관양동, 한가람세경5단지아파트)",14052,031-341-8819,031-383-8820,3,0,3,7,14,N,,37.39626578,126.9547438,20250725
호계아이어린이집,경기도,안양시동안구,가정,경기도 안양시 동안구 경수대로 498 서부인터빌101동103호(호계동),14124,031-477-2318,031-453-7463,3,0,4,10,20,N,htte://cafe.daum.net/hogai,37.36685146,126.9587206,20250725
